Country,Code,Year,"School life expectancy, primary to tertiary, both sexes (years)"
Lebanon,LBN,2009,13.32301998
Lebanon,LBN,2010,13.22015953
Lebanon,LBN,2011,13.28785992
Lebanon,LBN,2012,12.49981022
Lebanon,LBN,2013,12.23381996
Lesotho,LSO,1970,7.313119888
Lesotho,LSO,1971,6.724130154
Lesotho,LSO,1972,6.804599762
Lesotho,LSO,1973,7.227920055
Lesotho,LSO,1975,7.665939808
Lesotho,LSO,1976,7.802499771
Lesotho,LSO,1977,7.799089909
Lesotho,LSO,1978,7.903600216
Lesotho,LSO,1979,8.033519745
Lesotho,LSO,1980,8.189029694
Lesotho,LSO,1981,8.509739876
Lesotho,LSO,1982,8.831669807
Lesotho,LSO,1983,9.059860229
Lesotho,LSO,1984,9.093600273
Lesotho,LSO,1985,9.336930275
Lesotho,LSO,1986,9.366530418
Lesotho,LSO,1987,9.527299881
Lesotho,LSO,1988,9.842209816
Lesotho,LSO,1989,9.683859825
Lesotho,LSO,1990,9.633199692
Lesotho,LSO,1991,9.686320305
Lesotho,LSO,1992,9.664819717
Lesotho,LSO,1993,9.403479576
Lesotho,LSO,1994,9.775639534
Lesotho,LSO,1995,9.931300163
Lesotho,LSO,1996,9.840640068
Lesotho,LSO,1999,9.601169586
Lesotho,LSO,2000,10.33421993
Lesotho,LSO,2001,10.4373703
Lesotho,LSO,2002,10.48334026
Lesotho,LSO,2003,10.73340034
Lesotho,LSO,2005,10.68729973
Lesotho,LSO,2006,10.6299696
Lesotho,LSO,2012,11.11678982
Lesotho,LSO,2013,10.81970978
Lesotho,LSO,2014,10.74118042
Liberia,LBR,1970,2.792229891
Liberia,LBR,1971,2.917140007
Liberia,LBR,1972,3.092410088
Liberia,LBR,1975,3.515990019
Liberia,LBR,1978,4.118169785
Liberia,LBR,1979,4.267169952
Liberia,LBR,1999,8.687450409
Liberia,LBR,2000,10.52966976
Libya,LBY,1971,8.039819717
Libya,LBY,1972,8.905650139
Libya,LBY,1973,9.681189537
Libya,LBY,1974,10.24720955
Libya,LBY,1975,10.6886797
Libya,LBY,1976,11.21399021
Libya,LBY,1977,11.43083954
Libya,LBY,1978,11.23915005
Libya,LBY,1979,11.54566956
Libya,LBY,1980,11.77447033
Libya,LBY,1981,11.60171032
Libya,LBY,1983,11.75811958
Libya,LBY,2002,15.98546982
Libya,LBY,2003,15.92741013
Liechtenstein,LIE,2003,14.21391964
Liechtenstein,LIE,2004,14.46243
Liechtenstein,LIE,2006,14.46555042
Liechtenstein,LIE,2007,14.42228985
Liechtenstein,LIE,2008,14.65060997
Liechtenstein,LIE,2009,14.48534966
Liechtenstein,LIE,2010,14.51568985
Liechtenstein,LIE,2011,14.84086037
Liechtenstein,LIE,2012,15.02554035
Liechtenstein,LIE,2014,14.6351099
Lithuania,LTU,1986,13.34550953
Lithuania,LTU,1989,13.02853012
Lithuania,LTU,1990,12.84208012
Lithuania,LTU,1991,12.63117981
Lithuania,LTU,1992,12.1876297
Lithuania,LTU,1993,11.82818985
Lithuania,LTU,1994,11.75526047
Lithuania,LTU,1995,11.9611702
Lithuania,LTU,1996,12.39328003
Lithuania,LTU,1997,12.94775009
Lithuania,LTU,1998,13.41154957
Lithuania,LTU,1999,14.02408028
Lithuania,LTU,2000,14.71922016
Lithuania,LTU,2001,15.32754993
Lithuania,LTU,2002,15.77694988
Lithuania,LTU,2003,16.25337982
Lithuania,LTU,2004,16.24515915
Lithuania,LTU,2005,16.43261909
Lithuania,LTU,2006,16.45017052
Lithuania,LTU,2007,16.51950073
Lithuania,LTU,2008,16.62881088
Lithuania,LTU,2009,16.8085804
Lithuania,LTU,2010,16.73291016
Lithuania,LTU,2011,16.5026207
Lithuania,LTU,2012,16.39896011
Lithuania,LTU,2013,16.49069023
Lithuania,LTU,2014,16.52305984
Low & middle income,,1970,6.83885479
Low & middle income,,1971,6.934589863
Low & middle income,,1972,7.091264725
Low & middle income,,1973,7.326253414
Low & middle income,,1974,7.376952648
Low & middle income,,1975,7.495704174
Low & middle income,,1976,7.642539501
Low & middle income,,1977,7.852818012
Low & middle income,,1978,7.925753117
Low & middle income,,1979,7.925113678
Low & middle income,,1980,7.93310976
Low & middle income,,1981,7.989181995
Low & middle income,,1982,8.011334419
Low & middle income,,1983,8.083413124
Low & middle income,,1984,8.158772469
Low & middle income,,1985,8.265390396
Low & middle income,,1986,8.364910126
Low & middle income,,1987,8.398192406
Low & middle income,,1988,8.461458206
Low & middle income,,1989,8.490767479
Low & middle income,,1990,8.478334427
Low & middle income,,1991,8.550507545
Low & middle income,,1992,8.599158287
Low & middle income,,1993,8.671825409
Low & middle income,,1994,8.714247704
Low & middle income,,1995,8.759523392
Low & middle income,,1996,8.833028793
Low & middle income,,1997,8.9133358
Low & middle income,,1998,8.954133987
Low & middle income,,1999,9.013738632
Low & middle income,,2000,9.182993889
Low & middle income,,2001,9.238424301
Low & middle income,,2002,9.4261446
Low & middle income,,2003,9.688274384
Low & middle income,,2004,9.888468742
Low & middle income,,2005,10.08516884
Low & middle income,,2006,10.25011635
Low & middle income,,2007,10.47359371
Low & middle income,,2008,10.68620872
Low & middle income,,2009,10.81052208
Low & middle income,,2010,11.05361462
Low & middle income,,2011,11.30239868
Low & middle income,,2012,11.46596718
Low & middle income,,2013,11.60088921
Low & middle income,,2014,11.64188194
Low income,,1970,3.610599041
Low income,,1971,3.61896801
Low income,,1972,3.708945274
Low income,,1973,3.802246332
Low income,,1974,3.925551176
Low income,,1975,4.15749836
Low income,,1976,4.351144314
Low income,,1977,4.520570278
Low income,,1978,4.681738853
Low income,,1979,4.873604298
Low income,,1980,5.12234354
Low income,,1981,5.350808144
Low income,,1982,5.28285408
Low income,,1983,5.305735111
Low income,,1984,5.303564072
Low income,,1985,5.178052425
Low income,,1986,5.190312386
Low income,,1987,5.117730618
Low income,,1988,5.227990627
Low income,,1989,5.156413555
Low income,,1990,5.058545113
Low income,,1991,5.186040878
Low income,,1992,5.071849823
Low income,,1993,5.090245247
Low income,,1994,5.177155018
Low income,,1995,5.37246418
Low income,,1996,5.449192047
Low income,,1997,5.712915897
Low income,,1998,5.901412964
Low income,,1999,5.964069843
Low income,,2000,6.178294659
Low income,,2001,6.425769329
Low income,,2002,6.889434338
Low income,,2003,7.176254272
Low income,,2004,7.450808525
Low income,,2005,7.721803665
Low income,,2006,8.049022675
Low income,,2007,8.326031685
Low income,,2008,8.679899216
Low income,,2009,8.831288338
Low income,,2010,8.942484856
Low income,,2011,9.117152214
Low income,,2012,9.163702011
Low income,,2013,9.20321846
Low income,,2014,9.276733398
Lower middle income,,1970,6.060409069
Lower middle income,,1971,6.058187962
Lower middle income,,1972,6.143104553
Lower middle income,,1973,6.263884068
Lower middle income,,1974,6.298455715
Lower middle income,,1975,6.379010201
Lower middle income,,1976,6.409321308
Lower middle income,,1977,6.563746929
Lower middle income,,1978,6.648291111
Lower middle income,,1979,6.792846203
Lower middle income,,1980,6.946001053
Lower middle income,,1981,7.117882729
Lower middle income,,1982,7.291950703
Lower middle income,,1983,7.502675056
Lower middle income,,1984,7.632771969
Lower middle income,,1985,7.682510376
Lower middle income,,1986,7.710669518
Lower middle income,,1987,7.713700294
Lower middle income,,1988,7.757311344
Lower middle income,,1989,7.80466795
Lower middle income,,1990,7.807900429
Lower middle income,,1991,7.918761253
Lower middle income,,1992,8.007253647
Lower middle income,,1993,8.152017593
Lower middle income,,1994,8.248065948
Lower middle income,,1995,8.226968765
Lower middle income,,1996,8.280718803
Lower middle income,,1997,8.391777992
Lower middle income,,1998,8.389940262
Lower middle income,,1999,8.451816559
Lower middle income,,2000,8.625684738
Lower middle income,,2001,8.672060013
Lower middle income,,2002,8.829575539
Lower middle income,,2003,9.18650341
Lower middle income,,2004,9.377296448
Lower middle income,,2005,9.567860603
Lower middle income,,2006,9.713945389
Lower middle income,,2007,9.928292274
Lower middle income,,2008,10.07940769
Lower middle income,,2009,10.16614819
Lower middle income,,2010,10.44057369
Lower middle income,,2011,10.76648712
Lower middle income,,2012,10.95149994
Lower middle income,,2013,10.9797945
Lower middle income,,2014,10.99927139
Luxembourg,LUX,1971,10.04701996
Luxembourg,LUX,1972,10.01305962
Luxembourg,LUX,1973,9.905039787
Luxembourg,LUX,1974,10.04150963
Luxembourg,LUX,1975,9.903280258
Luxembourg,LUX,1976,9.985779762
Luxembourg,LUX,1977,10.02807045
Luxembourg,LUX,1978,10.09638977
Luxembourg,LUX,1979,10.06785965
Luxembourg,LUX,1980,9.872039795
Luxembourg,LUX,1981,10.44365025
Luxembourg,LUX,1982,10.58078003
Luxembourg,LUX,1983,10.64480972
Luxembourg,LUX,1984,10.67453957
Luxembourg,LUX,1986,10.74131966
Luxembourg,LUX,1987,10.6821804
Luxembourg,LUX,1994,11.75774002
Luxembourg,LUX,1995,11.8270998
Luxembourg,LUX,1996,12.25006008
Luxembourg,LUX,1997,12.40493011
Luxembourg,LUX,1998,12.74263954
Luxembourg,LUX,1999,13.48828983
Luxembourg,LUX,2000,13.43966007
Luxembourg,LUX,2001,13.50255966
Luxembourg,LUX,2002,13.55836964
Luxembourg,LUX,2003,13.52536011
Luxembourg,LUX,2006,13.4950304
Luxembourg,LUX,2008,13.54211998
Luxembourg,LUX,2010,13.94209957
Luxembourg,LUX,2012,13.86373043
Macao,MAC,1990,11.62714005
Macao,MAC,1992,12.01299953
Macao,MAC,1993,12.07382011
Macedonia,MKD,1993,10.64130974
Macedonia,MKD,1994,10.76881027
Macedonia,MKD,1995,11.02019978
Macedonia,MKD,1996,11.25660992
Macedonia,MKD,1997,11.40237045
Macedonia,MKD,1998,11.55613995
Macedonia,MKD,1999,11.71039963
Macedonia,MKD,2000,11.79265976
Macedonia,MKD,2001,11.8577404
Macedonia,MKD,2002,11.91236973
Macedonia,MKD,2003,11.93558979
Macedonia,MKD,2004,11.94814014
Macedonia,MKD,2005,12.0927
Macedonia,MKD,2007,12.21720028
Macedonia,MKD,2008,13.04520988
Macedonia,MKD,2009,12.97235012
Macedonia,MKD,2010,12.92846012
Macedonia,MKD,2012,12.89420033
Madagascar,MDG,1971,5.999680042
Madagascar,MDG,1972,6.423130035
Madagascar,MDG,1979,7.147709846
Madagascar,MDG,1980,7.828209877
Madagascar,MDG,1984,8.441349983
Madagascar,MDG,1988,6.401639938
Madagascar,MDG,1989,6.562560081
Madagascar,MDG,1990,6.391870022
Madagascar,MDG,2005,9.047719955
Madagascar,MDG,2006,9.113889694
Madagascar,MDG,2007,9.376879692
Madagascar,MDG,2008,9.682620049
Madagascar,MDG,2009,10.17339039
Madagascar,MDG,2011,10.16271973
Madagascar,MDG,2012,10.34613991
Malawi,MWI,1973,3.7146101
Malawi,MWI,1974,3.980989933
Malawi,MWI,1975,4.385469913
Malawi,MWI,1976,4.440949917
Malawi,MWI,1977,4.443240166
Malawi,MWI,1978,4.375740051
Malawi,MWI,1979,4.423709869
Malawi,MWI,1980,4.756999969
Malawi,MWI,1981,4.804749966
Malawi,MWI,1982,5.078790188
Malawi,MWI,1983,4.852499962
Malawi,MWI,1984,4.613979816
Malawi,MWI,1985,4.664979935
Malawi,MWI,1986,4.624440193
Malawi,MWI,1987,4.720149994
Malawi,MWI,1988,4.658080101
Malawi,MWI,1989,5.011940002
Malawi,MWI,1990,5.379580021
Malawi,MWI,1991,5.58288002
Malawi,MWI,1992,6.652430058
Malawi,MWI,1993,6.941400051
Malawi,MWI,1994,7.218790054
Malawi,MWI,1995,10.57995987
Malawi,MWI,1996,10.4091301
Malawi,MWI,1999,10.70851994
Malawi,MWI,2000,10.05070019
Malawi,MWI,2001,10.3643198
Malawi,MWI,2002,10.32991982
Malawi,MWI,2004,9.698459625
Malawi,MWI,2005,9.583069801
Malawi,MWI,2006,9.68558979
Malawi,MWI,2007,9.553640366
Malawi,MWI,2010,10.55021954
Malawi,MWI,2011,10.72257042
Malaysia,MYS,1979,9.043359756
Malaysia,MYS,1980,9.047169685
Malaysia,MYS,1982,9.2771101
Malaysia,MYS,1983,9.554619789
Malaysia,MYS,1984,9.701930046
Malaysia,MYS,1985,9.76364994
Malaysia,MYS,1987,10.06336975
Malaysia,MYS,1988,9.967459679
Malaysia,MYS,1989,9.857990265
Malaysia,MYS,1990,9.746879578
Malaysia,MYS,1991,9.891039848
Malaysia,MYS,1992,10.0729599
Malaysia,MYS,1993,10.06783962
Malaysia,MYS,1994,10.14762974
Malaysia,MYS,1995,10.22620964
Malaysia,MYS,1998,11.5402298
Malaysia,MYS,1999,11.63763046
Malaysia,MYS,2000,11.94561958
Malaysia,MYS,2001,11.97593021
Malaysia,MYS,2002,12.11338043
Malaysia,MYS,2003,12.68280983
Malaysia,MYS,2004,12.94365025
Malaysia,MYS,2005,12.72309017
Malaysia,MYS,2006,12.28715038
Malaysia,MYS,2007,12.47587967
Malaysia,MYS,2008,12.62991047
Malaysia,MYS,2009,12.79401016
Malaysia,MYS,2010,13.01111031
Malaysia,MYS,2011,12.85797977
Malaysia,MYS,2012,13.14659977
Malaysia,MYS,2013,13.39748955
Malaysia,MYS,2014,13.50230026
Maldives,MDV,1998,10.54706001
Maldives,MDV,1999,11.31608009
Maldives,MDV,2000,11.82384014
Maldives,MDV,2001,12.01941013
Maldives,MDV,2002,11.77703953
Maldives,MDV,2003,12.24697018
Mali,MLI,1971,1.722579956
Mali,MLI,1974,1.903699994
Mali,MLI,1975,1.912230015
Mali,MLI,1976,2.004689932
Mali,MLI,1977,2.146589994
Mali,MLI,1978,2.20272994
Mali,MLI,1979,2.275739908
Mali,MLI,1980,2.256419897
Mali,MLI,1982,2.086790085
Mali,MLI,1983,2.028199911
Mali,MLI,1984,2.006989956
Mali,MLI,1985,1.911919951
Mali,MLI,1987,1.813050032
Mali,MLI,1989,2.064160109
Mali,MLI,1990,2.070529938
Mali,MLI,1991,2.153079987
Mali,MLI,1992,2.328809977
Mali,MLI,1993,2.537480116
Mali,MLI,1995,3.028759956
Mali,MLI,1996,3.284670115
Mali,MLI,1997,3.65989995
Mali,MLI,1998,3.955699921
Mali,MLI,1999,4.35972023
Mali,MLI,2000,4.580289841
Mali,MLI,2008,7.066549778
Mali,MLI,2009,7.350430012
Mali,MLI,2010,7.54309988
Mali,MLI,2011,7.719389915
Malta,MLT,1971,9.961830139
Malta,MLT,1972,10.45100021
Malta,MLT,1973,10.36853027
Malta,MLT,1974,10.42313004
Malta,MLT,1975,11.04596043
Malta,MLT,1976,11.5622797
Malta,MLT,1977,11.92465973
Malta,MLT,1978,12.16858006
Malta,MLT,1979,12.21133041
Malta,MLT,1980,12.3653698
Malta,MLT,1981,12.15003014
Malta,MLT,1982,12.3899498
Malta,MLT,1983,12.39743996
Malta,MLT,1984,12.51681042
Malta,MLT,1985,12.51535034
Malta,MLT,1986,12.39577961
Malta,MLT,1987,12.14523029
Malta,MLT,1988,12.20543003
Malta,MLT,1989,12.42619038
Malta,MLT,1990,12.89447975
Malta,MLT,1991,13.0721302
Malta,MLT,1992,13.21315956
Malta,MLT,1993,13.35007954
Malta,MLT,1994,13.3801403
Malta,MLT,1995,13.44493008
Malta,MLT,1996,13.41518974
Malta,MLT,1997,13.48806953
Malta,MLT,1998,13.88547039
Malta,MLT,1999,13.76867008
Malta,MLT,2000,13.66246986
Malta,MLT,2001,13.82435989
Malta,MLT,2002,13.83847046
Malta,MLT,2003,14.24499035
Malta,MLT,2004,14.83815956
Malta,MLT,2005,14.79784966
Malta,MLT,2006,14.44519043
Malta,MLT,2007,14.5816803
Malta,MLT,2008,14.36427021
Malta,MLT,2010,14.82559013
Malta,MLT,2011,14.06394958
Malta,MLT,2012,14.20440006
Malta,MLT,2013,14.33310032
Malta,MLT,2014,14.59461975
Marshall Islands,MHL,2002,12.32443047
Mauritania,MRT,1986,3.82468009
Mauritania,MRT,1987,3.983279943
Mauritania,MRT,1988,4.038269997
Mauritania,MRT,1989,3.966300011
Mauritania,MRT,1990,3.759320021
Mauritania,MRT,1991,3.875710011
Mauritania,MRT,1992,4.204140186
Mauritania,MRT,1993,4.712259769
Mauritania,MRT,1994,5.39508009
Mauritania,MRT,1995,5.553599834
Mauritania,MRT,1996,5.805950165
Mauritania,MRT,1997,5.846690178
Mauritania,MRT,1998,6.242630005
Mauritania,MRT,1999,6.433149815
Mauritania,MRT,2001,6.541769981
Mauritania,MRT,2002,6.585800171
Mauritania,MRT,2003,6.681049824
Mauritania,MRT,2004,7.153019905
Mauritania,MRT,2005,7.174610138
Mauritania,MRT,2006,7.377250195
Mauritania,MRT,2008,7.104020119
Mauritania,MRT,2009,7.564370155
Mauritania,MRT,2010,7.652349949
Mauritania,MRT,2011,7.750120163
Mauritania,MRT,2012,8.160610199
Mauritania,MRT,2013,8.46378994
Mauritius,MUS,1971,8.092579842
Mauritius,MUS,1972,8.426950455
Mauritius,MUS,1973,8.506649971
Mauritius,MUS,1974,8.60863018
Mauritius,MUS,1975,8.711370468
Mauritius,MUS,1976,8.863510132
Mauritius,MUS,1977,9.380310059
Mauritius,MUS,1978,9.465270042
Mauritius,MUS,1979,9.224209785
Mauritius,MUS,1980,9.127759933
Mauritius,MUS,1981,9.360969543
Mauritius,MUS,1982,9.421339989
Mauritius,MUS,1983,9.587349892
Mauritius,MUS,1984,9.407429695
Mauritius,MUS,1985,9.689860344
Mauritius,MUS,1986,9.908200264
Mauritius,MUS,1987,10.09607983
Mauritius,MUS,1988,10.17179012
Mauritius,MUS,1989,10.34831047
Mauritius,MUS,1990,10.48766994
Mauritius,MUS,1996,11.3410902
Mauritius,MUS,1997,11.49133015
Mauritius,MUS,1999,12.1016798
Mauritius,MUS,2000,12.23976994
Mauritius,MUS,2001,12.54316998
Mauritius,MUS,2002,12.56062031
Mauritius,MUS,2003,12.84119034
Mauritius,MUS,2004,13.01686954
Mauritius,MUS,2005,13.42294025
Mauritius,MUS,2006,13.54185009
Mauritius,MUS,2007,13.64451981
Mauritius,MUS,2008,13.7512598
Mauritius,MUS,2009,13.99851036
Mauritius,MUS,2010,14.08798981
Mauritius,MUS,2011,14.25485992
Mauritius,MUS,2012,14.69709015
Mauritius,MUS,2013,14.68052959
Mauritius,MUS,2014,15.16977978
Mexico,MEX,1971,7.877059937
Mexico,MEX,1972,7.895279884
Mexico,MEX,1974,8.600999832
Mexico,MEX,1975,8.759610176
Mexico,MEX,1976,9.086500168
Mexico,MEX,1977,9.730859756
Mexico,MEX,1978,9.591750145
Mexico,MEX,1979,10.0908699
Mexico,MEX,1980,10.33506012
Mexico,MEX,1981,10.57678986
Mexico,MEX,1982,10.78987026
Mexico,MEX,1983,10.88309002
Mexico,MEX,1984,10.98141003
Mexico,MEX,1986,11.09080029
Mexico,MEX,1987,10.98910046
Mexico,MEX,1988,10.89840984
Mexico,MEX,1989,10.82361984
Mexico,MEX,1990,10.63097
Mexico,MEX,1991,10.47953987
Mexico,MEX,1993,10.42798996
Mexico,MEX,1994,10.53481007
Mexico,MEX,1995,10.69184017
Mexico,MEX,1996,10.85426044
Mexico,MEX,1997,10.98532009
Mexico,MEX,1998,11.24946022
Mexico,MEX,1999,11.39101028
Mexico,MEX,2000,11.59961987
Mexico,MEX,2001,11.64262962
Mexico,MEX,2002,11.91250038
Mexico,MEX,2003,12.14733028
Mexico,MEX,2004,12.2006197
Mexico,MEX,2005,12.20753002
Mexico,MEX,2006,12.26583958
Mexico,MEX,2007,12.34008026
Mexico,MEX,2008,12.47640991
Mexico,MEX,2009,12.51947975
Mexico,MEX,2010,12.64066029
Mexico,MEX,2011,12.69472027
Mexico,MEX,2012,12.94608021
Mexico,MEX,2013,13.1221199
Mexico,MEX,2014,13.29909039
Middle East & North Africa,,1970,6.263908386
Middle East & North Africa,,1971,6.176076412
Middle East & North Africa,,1972,6.339333534
Middle East & North Africa,,1973,6.585532665
Middle East & North Africa,,1974,6.75476408
Middle East & North Africa,,1975,7.113608837
Middle East & North Africa,,1976,7.468441486
Middle East & North Africa,,1977,7.759383202
Middle East & North Africa,,1978,8.034108162
Middle East & North Africa,,1979,8.090353012
Middle East & North Africa,,1980,8.353750229
Middle East & North Africa,,1981,8.406497955
Middle East & North Africa,,1982,8.623958588
Middle East & North Africa,,1983,8.752874374
Middle East & North Africa,,1984,8.927617073
Middle East & North Africa,,1985,9.04151535
Middle East & North Africa,,1986,9.233498573
Middle East & North Africa,,1987,9.391698837
Middle East & North Africa,,1988,9.48391819
Middle East & North Africa,,1989,9.470616341
Middle East & North Africa,,1990,9.50090313
Middle East & North Africa,,1991,9.544362068
Middle East & North Africa,,1992,9.473747253
Middle East & North Africa,,1993,9.584922791
Middle East & North Africa,,1994,9.897435188
Middle East & North Africa,,1995,9.753808022
Middle East & North Africa,,1996,9.974619865
Middle East & North Africa,,1997,10.08928108
Middle East & North Africa,,1998,10.25897694
Middle East & North Africa,,1999,10.39680767
Middle East & North Africa,,2000,10.49175358
Middle East & North Africa,,2001,10.69645119
Middle East & North Africa,,2002,10.83052444
Middle East & North Africa,,2003,10.95752048
Middle East & North Africa,,2004,11.07648373
Middle East & North Africa,,2005,11.39998627
Middle East & North Africa,,2006,11.5160284
Middle East & North Africa,,2007,11.65813923
Middle East & North Africa,,2008,11.81754017
Middle East & North Africa,,2009,11.91109943
Middle East & North Africa,,2010,12.06485367
Middle East & North Africa,,2011,12.30531693
Middle East & North Africa,,2012,12.75511169
Middle East & North Africa,,2013,12.60728836
Middle East & North Africa,,2014,12.61463451
Middle East & North Africa (all income levels),,1970,6.310623169
Middle East & North Africa (all income levels),,1971,6.224413395
Middle East & North Africa (all income levels),,1972,6.38044405
Middle East & North Africa (all income levels),,1973,6.610112667
Middle East & North Africa (all income levels),,1974,6.772043228
Middle East & North Africa (all income levels),,1975,7.107156277
Middle East & North Africa (all income levels),,1976,7.445520401
Middle East & North Africa (all income levels),,1977,7.721487522
Middle East & North Africa (all income levels),,1978,7.978749275
Middle East & North Africa (all income levels),,1979,8.032755852
Middle East & North Africa (all income levels),,1980,8.287432671
Middle East & North Africa (all income levels),,1981,8.348894119
Middle East & North Africa (all income levels),,1982,8.565227509
Middle East & North Africa (all income levels),,1983,8.702057838
Middle East & North Africa (all income levels),,1984,8.877194405
Middle East & North Africa (all income levels),,1985,9.001957893
Middle East & North Africa (all income levels),,1986,9.188225746
Middle East & North Africa (all income levels),,1987,9.337227821
Middle East & North Africa (all income levels),,1988,9.429844856
Middle East & North Africa (all income levels),,1989,9.429284096
Middle East & North Africa (all income levels),,1990,9.470653534
Middle East & North Africa (all income levels),,1991,9.522913933
Middle East & North Africa (all income levels),,1992,9.473164558
Middle East & North Africa (all income levels),,1993,9.607922554
Middle East & North Africa (all income levels),,1994,9.921836853
Middle East & North Africa (all income levels),,1995,9.827801704
Middle East & North Africa (all income levels),,1996,10.05549335
Middle East & North Africa (all income levels),,1997,10.17951298
Middle East & North Africa (all income levels),,1998,10.35820389
Middle East & North Africa (all income levels),,1999,10.52379608
Middle East & North Africa (all income levels),,2000,10.63537407
Middle East & North Africa (all income levels),,2001,10.8485651
Middle East & North Africa (all income levels),,2002,11.0010891
Middle East & North Africa (all income levels),,2003,11.14730167
Middle East & North Africa (all income levels),,2004,11.28094959
Middle East & North Africa (all income levels),,2005,11.59166622
Middle East & North Africa (all income levels),,2006,11.69993019
Middle East & North Africa (all income levels),,2007,11.83610058
Middle East & North Africa (all income levels),,2008,11.98656178
Middle East & North Africa (all income levels),,2009,12.09130001
Middle East & North Africa (all income levels),,2010,12.27054977
Middle East & North Africa (all income levels),,2011,12.51789093
Middle East & North Africa (all income levels),,2012,12.96283245
Middle East & North Africa (all income levels),,2013,12.90062809
Middle East & North Africa (all income levels),,2014,12.91737366
Middle income,,1970,7.099297523
Middle income,,1971,7.202979565
Middle income,,1972,7.367341518
Middle income,,1973,7.616936684
Middle income,,1974,7.664932251
Middle income,,1975,7.777222633
Middle income,,1976,7.923339367
Middle income,,1977,8.142186165
Middle income,,1978,8.212899208
Middle income,,1979,8.200452805
Middle income,,1980,8.191336632
Middle income,,1981,8.236010551
Middle income,,1982,8.272422791
Middle income,,1983,8.355203629
Middle income,,1984,8.443930626
Middle income,,1985,8.578886986
Middle income,,1986,8.691461563
Middle income,,1987,8.740150452
Middle income,,1988,8.801742554
Middle income,,1989,8.844022751
Middle income,,1990,8.842523575
Middle income,,1991,8.911972046
Middle income,,1992,8.981445313
Middle income,,1993,9.06262207
Middle income,,1994,9.103022575
Middle income,,1995,9.136170387
Middle income,,1996,9.218091965
Middle income,,1997,9.291577339
Middle income,,1998,9.332636833
Middle income,,1999,9.41225338
Middle income,,2000,9.593605042
Middle income,,2001,9.637997627
Middle income,,2002,9.801228523
Middle income,,2003,10.07386398
Middle income,,2004,10.27568817
Middle income,,2005,10.47196198
Middle income,,2006,10.62161636
Middle income,,2007,10.84549046
Middle income,,2008,11.04034138
Middle income,,2009,11.16501617
Middle income,,2010,11.43397427
Middle income,,2011,11.70464134
Middle income,,2012,11.89640331
Middle income,,2013,12.05540562
Middle income,,2014,12.09636211
Moldova,MDA,1990,11.95226955
Moldova,MDA,1991,11.77838039
Moldova,MDA,1995,11.04450989
Moldova,MDA,1996,10.69563007
Moldova,MDA,1997,10.73770046
Moldova,MDA,1999,11.42737961
Moldova,MDA,2000,11.37467003
Moldova,MDA,2001,11.27670956
Moldova,MDA,2002,11.48637009
Moldova,MDA,2003,11.68101025
Moldova,MDA,2004,11.87462044
Moldova,MDA,2005,11.92158031
Moldova,MDA,2006,12.09875011
Moldova,MDA,2007,12.05498981
Moldova,MDA,2008,11.98530006
Moldova,MDA,2009,11.83687973
Moldova,MDA,2010,11.76731968
Moldova,MDA,2011,11.78789043
Moldova,MDA,2012,11.77853012
Moldova,MDA,2013,11.81357956
Mongolia,MNG,1971,9.24973011
Mongolia,MNG,1972,9.159729958
Mongolia,MNG,1973,9.269820213
Mongolia,MNG,1974,9.282629967
Mongolia,MNG,1975,9.45250988
Mongolia,MNG,1976,9.563340187
Mongolia,MNG,1979,10.11814022
Mongolia,MNG,1980,10.27093983
Mongolia,MNG,1981,10.37024975
Mongolia,MNG,1983,10.22140026
Mongolia,MNG,1986,10.30449963
Mongolia,MNG,1990,10.16341972
Mongolia,MNG,1991,9.719189644
Mongolia,MNG,1992,8.841159821
Mongolia,MNG,1993,7.741670132
Mongolia,MNG,1994,7.68584013
Mongolia,MNG,1995,7.675549984
Mongolia,MNG,1996,8.023690224
Mongolia,MNG,1997,8.262080193
Mongolia,MNG,1998,8.631480217
Mongolia,MNG,1999,8.901350021
Mongolia,MNG,2000,9.397729874
Mongolia,MNG,2001,10.11655998
Mongolia,MNG,2002,10.48775959
Mongolia,MNG,2003,11.2047596
Mongolia,MNG,2004,11.7959404
Mongolia,MNG,2005,12.66802025
Mongolia,MNG,2006,12.96555042
Mongolia,MNG,2009,14.26453018
Mongolia,MNG,2010,14.59342003
Mongolia,MNG,2014,14.84552002
Montenegro,MNE,2003,12.59937954
Montenegro,MNE,2004,12.8410902
Montenegro,MNE,2005,13.1824398
Montenegro,MNE,2006,13.63737011
Montenegro,MNE,2007,14.15172005
Montenegro,MNE,2008,14.63055992
Montenegro,MNE,2009,14.98122978
Montenegro,MNE,2010,15.13368034
Morocco,MAR,1971,3.346509933
Morocco,MAR,1972,3.402549982
Morocco,MAR,1973,3.471790075
Morocco,MAR,1974,3.522900105
Morocco,MAR,1975,3.769579887
Morocco,MAR,1976,4.215489864
Morocco,MAR,1977,4.469669819
Morocco,MAR,1978,4.830120087
Morocco,MAR,1979,5.14662981
Morocco,MAR,1981,5.80325985
Morocco,MAR,1982,6.273349762
Morocco,MAR,1983,6.501430035
Morocco,MAR,1984,6.673130035
Morocco,MAR,1986,6.655290127
Morocco,MAR,1987,6.61841011
Morocco,MAR,1988,6.651939869
Morocco,MAR,1989,6.460370064
Morocco,MAR,1990,6.514289856
